,mu1,lam1,mu2,sigma2,mu3,sigma3,w1,w2,w3,score,Target,Stimulation
0,0.10611539331215597,0.05,4.201158573604413e-51,0.25429109016143425,0.5999974811319773,0.36512263619952634,0.1319244273052889,0.741780726081189,0.12629484661352225,0.38120563502005034,1.0,1.0
0,0.14144601480263153,0.038307923156232444,3.1487212472581645e-17,0.2783853550672106,0.20000012202361586,0.6307780905072886,0.2186663062416441,0.6557791428142156,0.12555455094414045,0.37819404293823805,1.0,1.0
0,0.1586704808740087,0.031491649921918614,0.11317283255368321,0.10351831306287905,0.2000012185666065,0.31549915214908303,0.21278701376358072,0.3085768551296897,0.4786361311067296,0.1815761975828305,1.0,1.0
0,0.0986200825719055,0.04999992696307253,0.08364865010611888,0.12229460667016848,0.23444672610692713,0.3491519383319974,0.1820395516266511,0.3417237895404624,0.4762366588328866,0.20967442300597366,1.0,1.0
0,0.11958870870760084,0.05,7.031032412484021e-20,0.24478116121418247,0.2000155811227174,0.4889460852885305,0.1725085228242814,0.6498405648948749,0.1776509122808438,0.3900941371615807,1.0,1.0
0,0.13392107996866123,0.027022437963059528,0.07907812956475775,0.14867149393897117,0.20000100879888738,0.39944894956142274,0.11214619457106784,0.5074770044214413,0.3803768010074908,0.27313135330570454,1.0,1.0
0,0.12005177108888032,0.04730313055866536,0.12426774515033241,0.18995262447401323,0.37630595841175407,0.34326538951019814,0.2753009844671009,0.49292401250977586,0.23177500302312326,0.16247441684452127,1.0,1.0
0,0.1550462235709506,0.032031509396134694,0.09042423028254246,0.1285898581683353,0.2000002093987414,0.35292541380917813,0.14608011485615674,0.4804408597843285,0.3734790253595149,0.22773546208937506,1.0,1.0
0,0.10526082618035948,0.04999999999939229,0.07807342363308946,0.12382385176663292,0.20000068154483877,0.36682923020245045,0.18277705309138328,0.3933395457004392,0.4238834012081776,0.23259231448621517,1.0,1.0
0,0.1530034847725088,0.029310913880246904,0.1143376033254888,0.11000515595048703,0.2000001155628756,0.3419610284265912,0.1941630875851894,0.34865403391551864,0.4571828784992919,0.1900481266943874,1.0,1.0
0,0.10304831228519824,0.03805643314175821,3.0216612411606395e-06,0.31222221688095797,0.36245610113177057,0.4954397094495574,0.2418102282332135,0.6706719081279977,0.08751786363878879,0.3587673114233849,1.0,1.0
0,0.10525669993423586,0.04998526197018117,0.03902159668391153,0.23377119845778677,0.27241955834309206,0.5052326799939859,0.15869764242358042,0.6488016657792947,0.19250069179712476,0.3418445885037405,1.0,1.0
0,0.11875250404550211,0.049999999997338326,4.4657696484035455e-11,0.25279281804595655,0.20000456473401396,0.4726515927318233,0.2290137950188506,0.5489884005940647,0.22199780438708458,0.3522349698177879,1.0,1.0
0,0.10658076152491094,0.05,2.2747219638555464e-184,0.2916591409247749,0.5999990491847103,0.4162529807746718,0.16139648630640027,0.7498432153234497,0.0887602983701501,0.3847339643210828,1.0,1.0
0,0.1109275246698261,0.026717402606453878,0.049672777334708124,0.2325581031780644,0.2000134863890318,0.498603562011345,0.13353223264661812,0.7072842010427717,0.15918356631061018,0.35322269612888096,1.0,1.0
0,0.1597770591783791,0.0437577903441084,0.15540735660654387,0.13490471578123941,0.20000117667937534,0.40000033800286355,0.2594642375680437,0.4223649273338538,0.3181708350981025,0.15531714840412844,1.0,1.0
0,0.13381836041542802,0.027977966245790548,0.0035415977559467744,0.23287566695477102,0.5999984979050754,0.21376471895847904,0.17024636084924485,0.7606725563844157,0.06908108276633958,0.3802841360854215,1.0,1.0
0,0.14302671695155056,0.05,0.016768330056822975,0.2195238219216359,0.5999967823088845,0.20595265104026736,0.22241062484098162,0.6765412641552805,0.10104811100373783,0.3215571146701806,1.0,1.0
0,0.08035718391328028,0.026125736223346283,0.0817456062033704,0.15986189555055283,0.2000248020762033,0.41845659936049573,0.10807390299808953,0.5717299474482004,0.32019614955370995,0.28047047268280006,1.0,1.0
0,0.16147898646453404,0.04999999999809287,0.09687008542726022,0.10199642909890337,0.20000057592531484,0.33093429112693123,0.24170873001099125,0.31311842862320055,0.4451728413658083,0.18138870321043288,1.0,1.0
0,0.10580045317758927,0.04999999423499614,0.0490886278569686,0.17485084378519122,0.20000265125955058,0.42997357658713065,0.2397731931293598,0.4404849071397272,0.31974189973091294,0.277879401665895,1.0,1.0
0,0.16202298789222871,0.04999999999999654,0.11782868673588348,0.15839491241284262,0.20035930152901654,0.3755335832252947,0.2452623452056397,0.45433955167362694,0.3003981031207334,0.1980455698929109,1.0,1.0
0,0.12097943247340637,0.04999999999969211,5.679277624621259e-15,0.26430386896732483,0.20000059818080043,0.5490382074094544,0.1473188030969035,0.6915341933458802,0.1611470035572164,0.40737943237611324,1.0,1.0
0,0.12835466335107984,0.05,0.08871530465052307,0.20081889787198656,0.20000249299492157,0.42697645349014723,0.24240324268177352,0.5062133041043071,0.2513834532139194,0.2516884979991943,1.0,1.0
0,0.09669333890801252,0.04005111183449915,3.612693507864756e-12,0.19424553847894374,0.20000097865541494,0.41045182785439066,0.12766534550918426,0.5204377173729584,0.35189693711785736,0.3745433300947615,1.0,1.0
0,0.07614233005559251,0.025183218465846247,0.0596716978305909,0.14373837485928112,0.20000031983269811,0.31968269579346353,0.12891995706165277,0.4728338983721238,0.39824614456622337,0.2716750236827524,1.0,1.0
0,0.1377243334857191,0.04291943439514396,0.16372456305418756,0.12770000311991261,0.20000053315248953,0.3731816014116055,0.27109985199469083,0.34639892831627833,0.3825012196890308,0.15464924952336268,1.0,1.0
0,0.09105290297725246,0.04347241478678971,0.08536269705051203,0.21296130326874213,0.5999981905822185,0.2745501712048504,0.151220570491414,0.7402520120451677,0.1085274174634183,0.2642882039789801,1.0,1.0
0,0.15134823761130659,0.03384489826680757,0.09456013819558062,0.07366386696778435,0.20000002555008733,0.3137497269437989,0.2205635560073732,0.2533936849777934,0.5260427590148334,0.1693101012894166,1.0,1.0
0,0.1191624902987319,0.049999999988337346,8.730316065515608e-19,0.2756863851976829,0.2000119160689406,0.5580746617683532,0.1770150991078855,0.699132192981695,0.12385270791041933,0.3974522900323828,1.0,1.0
0,0.12282195534337531,0.04999999933697159,2.521569532370612e-20,0.24257363080115513,0.20000050341339368,0.5261567494063106,0.08892411178663158,0.7133448409687896,0.19773104724457893,0.43033734480104313,1.0,1.0
0,0.1383943872883376,0.022069646835635382,3.9296102216577766e-32,0.24333341077107304,0.20000149712719695,0.5335790347032591,0.14413473862738807,0.6458257586264832,0.21003950274612876,0.40198847488789663,1.0,1.0
0,0.09470726994966194,0.04546181364965409,0.059871150241425246,0.22656642503984267,0.5999949744909303,0.3382950104479467,0.24689411925590346,0.6151988043205441,0.1379070764235524,0.2522676809877154,1.0,1.0
