,mu1,lam1,mu2,sigma2,mu3,sigma3,w1,w2,w3,score,Target,Stimulation
0,0.10595697226594375,0.05,8.060721598067214e-42,0.18161626705020745,0.20001013576099325,0.3232091113981447,0.380189706115463,0.5254420937963934,0.0943682000881435,0.29192591746244395,1.0,1.0
0,0.11466830144071044,0.048093348076170266,0.05122741008773073,0.11130943307143873,0.39408972482464044,0.14224310041154264,0.3847876452654916,0.5076042743296784,0.10760808040483007,0.16926700352810697,1.0,1.0
0,0.10088544299917446,0.04154749293765484,4.065137953019411e-31,0.17366717321720612,0.2000023656222021,0.3524663145608708,0.39040607251479875,0.5058671954907259,0.10372673199447544,0.28642004032214585,1.0,1.0
0,0.10766101974950765,0.05,6.244327517436026e-22,0.16033477372394556,0.20000068300922258,0.3443007765444987,0.42687149836911814,0.4557244305159888,0.11740407111489312,0.2648617176598037,1.0,1.0
0,0.11786800274569041,0.04999999999999998,0.05964131831308676,0.20109219512512638,0.20000341815801703,0.47487757989977547,0.1812301542672934,0.6343848194402875,0.18438502629241918,0.3096597562803521,1.0,1.0
0,0.09319586844116938,0.03023547762923822,0.08078476548948751,0.17459801105826706,0.20000454047200236,0.4195428720667388,0.14046041676538276,0.6192041097429329,0.24033547349168446,0.28012114412987177,1.0,1.0
0,0.11506695858170841,0.05,0.049881738664760505,0.1872020002623967,0.2000251527093687,0.44334323575456347,0.13871099195585707,0.596654204998828,0.264634803045315,0.3271430412789717,1.0,1.0
0,0.10400640553972205,0.05,2.8005183305969425e-29,0.2671339589958577,0.5999991902074026,0.35803781368571436,0.12199489501968463,0.7837432950113351,0.09426180996898033,0.39988942679298783,1.0,1.0
0,0.16135703807537774,0.04999995441845128,0.0910790528704999,0.11631571103637209,0.2000027284129758,0.34620522152211786,0.1702223971818445,0.3978038279951574,0.43197377482299815,0.21226684406689778,1.0,1.0
0,0.08410126291793027,0.02356949154847701,4.284516518797981e-09,0.19617038360546707,0.2000010323501247,0.3993900299133062,0.06047784544080971,0.6574121733007495,0.2821099812584408,0.4217383566386245,1.0,1.0
0,0.11550812419991895,0.03709771810381422,8.134877431846573e-09,0.25148472143095096,0.2000011987886011,0.5784732146103995,0.14027638417894442,0.7012866632788474,0.15843695254220813,0.4124533019339208,1.0,1.0
0,0.19999999999910878,0.04999999959848894,0.03175439341892033,0.1951952136430124,0.4587097939738365,0.252634378010563,0.16464187941076117,0.6579737477052932,0.17738437288394568,0.2969291297210492,1.0,1.0
0,0.16200817620692806,0.04552794257318795,0.13538292449326497,0.07990236234470136,0.20000056616593417,0.31867597939933306,0.28551298436184674,0.24073059680419423,0.47375641883395897,0.1514148335373537,1.0,1.0
0,0.112580856166754,0.027389918640823904,4.99321993869817e-09,0.2168526671190039,0.2000014424905209,0.4212151648976369,0.1889191470935745,0.536780930346357,0.2742999225600686,0.36049030987859587,1.0,1.0
0,0.12494792065553698,0.04715882687154243,0.09990888478513076,0.17418730586284598,0.4205652865430657,0.3137628000444673,0.25859344917849725,0.5179579345423311,0.22344861627917162,0.170554597180013,1.0,1.0
0,0.16617854000449217,0.04999996755366718,0.1045229042833421,0.15247905620349464,0.31753284713186347,0.3424183232060131,0.2322481283905265,0.48959908678090946,0.27815278482856387,0.17730173586262854,1.0,1.0
0,0.10215408633794612,0.02477727642096416,0.06393324668786307,0.20073397270076804,0.20000124663880053,0.4850349679408201,0.1080306884215338,0.6699540198327942,0.22201529174567203,0.3316299515615533,1.0,1.0
0,0.11126039401032671,0.05,1.5501974189486586e-66,0.26845462171581363,0.5999982858344957,0.400601205438839,0.181611846028553,0.7323574216891733,0.08603073228227386,0.37563028577635593,1.0,1.0
0,0.09010664863163308,0.0365138958583573,0.1132876945019492,0.15459504066783203,0.27793963715788406,0.4165728139330512,0.21143544551369997,0.4717843329400151,0.3167802215462849,0.19670443829059917,1.0,1.0
0,0.15000273205888814,0.03467186313001916,0.09817929341375424,0.059151623080949504,0.2000000348957563,0.29880990396786106,0.2063185439498282,0.2808473145981787,0.512834141451993,0.14716994306129086,1.0,1.0
0,0.1706665893140521,0.0280108803229279,0.04555774393892579,0.158796868388959,0.20000116607667173,0.31983360915294157,0.14908429938647763,0.49388336046979253,0.35703234014372964,0.29164671264132325,1.0,1.0
0,0.11576106700172993,0.04999956759556611,1.20394866253055e-07,0.14800663374507694,0.20000436884073458,0.35692001660301576,9.67360944453503e-07,0.5908076663130294,0.40919136632602615,0.41984036163947913,1.0,1.0
0,0.1195709737242648,0.04802310091377584,0.04098581413071056,0.27271896046178346,0.5999966093334272,0.3763760667006599,0.2871924734022772,0.6499539625749231,0.06285356402279968,0.2941427631727042,1.0,1.0
0,0.12469132954894067,0.05,0.06462182050052172,0.21998932809880603,0.20000361867632224,0.47433724110716574,0.2538512499483088,0.5616064895381468,0.18454226051354441,0.28142337391513217,1.0,1.0
0,0.07831399030763878,0.0298785899540598,0.020988398053938682,0.2381001658270553,0.5999963276501273,0.32670606894263793,0.10832387487930914,0.762426300228586,0.1292498248921048,0.3634315375727599,1.0,1.0
0,0.11295334423050914,0.03940854386084748,0.1129301064308458,0.11018123053347961,0.20000377088998264,0.34781347584623556,0.2433031842146246,0.35204916484215615,0.40464765094321925,0.17652141704910151,1.0,1.0
0,0.1345498025641221,0.024760086296114776,0.09368864877943395,0.05654406381971998,0.20000012753566698,0.3026540392092908,0.16772221493224598,0.31148663973962465,0.5207911453281293,0.15680601359193144,1.0,1.0
0,0.19999999999263657,0.04999999999999508,4.6669853880909196e-14,0.1458809085753791,0.2000002601480225,0.313232430971414,0.1552403827938069,0.4242244155376886,0.4205352016685044,0.32691626131686996,1.0,1.0
0,0.11523143190833424,0.04999999896645619,8.12687119922384e-13,0.20291580441404097,0.2000014424248493,0.3966366368451722,0.09081848125738236,0.562349627439927,0.3468318913026908,0.3924909924635951,1.0,1.0
0,0.15171406310827187,0.04999999451333772,0.06503011136984309,0.17992905279132607,0.26348947473705764,0.4162025953196541,0.22247637516584912,0.49125482397610126,0.2862688008580496,0.25545302073994386,1.0,1.0
0,0.12919195364120753,0.04999999999999993,1.096143617935335e-18,0.25874067673960643,0.20000380340037557,0.5533424544320457,0.1523543033923327,0.7194077183438976,0.12823797826376965,0.4094467603729826,1.0,1.0
0,0.12424957858854269,0.05,5.926880869436163e-55,0.28202993859953196,0.2000070312380634,0.6100446316262388,0.14892146419348995,0.7540155571478316,0.09706297865867837,0.4170461402928419,1.0,1.0
0,0.1104650501850084,0.05,4.0611850109929654e-21,0.23936609607061357,0.2000437471288813,0.4863202796810784,0.2041502065272181,0.5809151754320411,0.21493461804074082,0.36714679254882177,1.0,1.0
0,0.11134613718299485,0.049999972019733545,0.021626175358768693,0.23720956057063589,0.5995953577732697,0.33787862615376807,0.14867870053905327,0.7330304146095267,0.11829088485142007,0.3484261285259047,1.0,1.0
0,0.09679368473205206,0.03903768793957494,0.04187818610225238,0.1894886946797088,0.20000128327745204,0.42248660553670137,0.13218780178316106,0.5991444483239793,0.26866774989285963,0.33843321255994924,1.0,1.0
