,mu1,lam1,mu2,sigma2,mu3,sigma3,w1,w2,w3,score,Target,Stimulation
0,0.03729212426192749,0.027237654989907358,0.06761191233550437,0.04913983848084515,0.3849841875160314,0.35232684720465834,0.9999990032141087,8.641145741309377e-07,1.3267131706368057e-07,0.0756761005772208,0.0,0.0
0,0.03635343113534031,0.02721739021284487,0.0670777412864484,0.04710384540205507,0.384576289179105,0.35184013807779235,0.9999996515119156,3.007156650395222e-07,4.777241943356916e-08,0.07275920375441308,0.0,0.0
0,0.03683856771450303,0.02824875594775693,0.06610515820221023,0.04335514431961597,0.3844999986391224,0.3511088820886303,0.99999941786644,5.007035043129878e-07,8.143005572356463e-08,0.067604390145385,0.0,0.0
0,0.036906746802985384,0.026850819653997608,0.07173948378430495,0.06373379412524381,0.38630465102276623,0.35280542059261644,0.9999941490777906,5.080013872695258e-06,7.709083368140089e-07,0.06773737274019204,0.0,0.0
0,0.0464014750582321,0.026039175737771807,0.0503829298339869,0.057740650770015875,0.33747045248688595,0.2599004835733694,0.6420313335028088,0.3579686581476135,8.349577485149049e-09,0.09308614561942799,0.0,0.0
0,0.044565789508885595,0.026782541611122247,0.033053245872779795,0.07880154417743876,0.33654646119011083,0.24955871441314098,0.5344323906786443,0.46556759754518834,1.1776167311221272e-08,0.16633734096799083,0.0,0.0
0,0.05367031846105073,0.027537454409601196,0.054066306872462826,0.05800542459434214,0.3305458143237634,0.23209158216349185,0.6299030359927473,0.3700969193744362,4.463281654288151e-08,0.08610371458620258,0.0,0.0
0,0.05133008910984377,0.027511857283793018,0.01596484798021522,0.08800946072988121,0.3233395976515037,0.20510419978078948,0.5226011281264563,0.4773988376375265,3.4236017203892985e-08,0.2129118633110573,0.0,0.0
0,0.04918044717346387,0.027930011750175957,0.05119121549368736,0.05993173126275024,0.3427827400432471,0.25499285618411904,0.6044699752049392,0.3955299560982811,6.869677976796429e-08,0.09668277008119336,0.0,0.0
0,0.06249437369340141,0.026604777873213963,0.06330797676124304,0.05001933125286249,0.20000013486303925,0.05826787610886747,0.47427972074436286,0.4312559613569442,0.094464317898693,0.06603608466942396,0.0,0.0
0,0.05808943106825071,0.029572549028629134,1.6981210284813857e-06,0.11314708081156903,0.26724755238582276,0.06197450829608607,0.39721789139099334,0.6027821080802006,5.288062239056542e-10,0.30886795847716925,0.0,0.0
0,0.06331635324771014,0.03395944655431409,1.4317224468696208e-07,0.12980077464198284,0.2351665456832174,0.013444851951345742,0.4497355763101673,0.550264422737303,9.525296198791648e-10,0.28078837719884003,0.0,0.0
0,0.05156060019779374,0.024177376399050952,0.046854505368503455,0.08691079637449338,0.20000006856059938,0.15151665521422397,0.30821409375471737,0.5765056021491055,0.11528030409617712,0.19030306582627712,0.0,0.0
0,0.07757074117222428,0.030321526113365055,0.06862918377757043,0.0810062700416114,0.20000261111574255,0.15651027585089639,0.354129402426075,0.4793982580806757,0.16647233949324922,0.12413666255627978,0.0,0.0
0,0.06078664088585233,0.02742228713769006,0.05680141544352299,0.06542267523589548,0.2000005367476657,0.11806971701381748,0.36579798044557693,0.5029455048517434,0.13125651470267968,0.11373751430856796,0.0,0.0
0,0.07277737145983602,0.026260868849504994,0.06120284389107039,0.05142344448942737,0.20000017152166807,0.064936125301355,0.4260890877233513,0.45779335786955644,0.11611755440709229,0.07573580394591167,0.0,0.0
0,0.06576858068704015,0.032296207549045886,1.812552463668056e-05,0.12255306795207269,0.3749039839997039,0.02227668929721744,0.3867949598313625,0.6042559670193941,0.00894907314924337,0.30864008971519413,0.0,0.0
