Unnamed: 0,mu1,lam1,mu2,sigma2,mu3,sigma3,w1,w2,w3,score,Target,Stimulation
0,0.0277032284673514,0.0249617790841346,0.0738221430549599,0.0912767428416844,0.3877820536118658,0.3583398391842654,0.9999999781973709,1.5233836936089363e-08,6.568792176565908e-09,0.0476223970447541,0.0,0.0
0,0.0274025453998469,0.0246787627620661,0.0731278584678485,0.0955812238408865,0.3876364907894034,0.3607217964562961,0.9999999909097064,6.584057471504531e-09,2.506236115742119e-09,0.0500802656204147,0.0,0.0
0,0.0273368357528393,0.0248830819705613,0.0742155470383436,0.0971547389378,0.3878012761911266,0.3594209842025566,0.9999999800019236,1.4676322683454774e-08,5.321753618039692e-09,0.0459871937182695,0.0,0.0
0,0.0273805390368919,0.0248534732644768,0.0758657579359385,0.1037503588916798,0.3880684322556175,0.3582177521740802,0.9999999236481366,5.672699640600433e-08,1.962486713439837e-08,0.047995731819159,0.0,0.0
0,0.0379863652097587,0.0250427734762125,0.0557728695883324,0.0396953775955855,0.3592674076777245,0.3370214660310808,0.721412265695754,0.2785877286518996,5.6523465052031575e-09,0.0475030610029007,0.0,0.0
0,0.0464852050609997,0.0261387133145181,0.0554311395060956,0.0531860627806832,0.3388649649465667,0.2705370710730473,0.636342152460993,0.3636578381284573,9.410549517928676e-09,0.0743752064262417,0.0,0.0
0,0.0389542521744681,0.0286859914158152,0.0651099124001492,0.0462713047329163,0.3860665099190714,0.3524687200794159,0.9999989924097206,8.590802985252464e-07,1.485099808165772e-07,0.0650601824964911,0.0,0.0
0,0.04464585216041,0.0239469327905257,0.0571709593239215,0.0378692500166702,0.3538948634965076,0.3144588552277099,0.6673987840102531,0.3326011263346071,8.965513986137817e-08,0.0524239014961981,0.0,0.0
0,0.0354692135186117,0.0247253292315213,0.0531690136815748,0.0432503221836609,0.3758571167574188,0.3502762897953712,0.7321989145409257,0.2677931532194879,7.932239586491322e-06,0.0567067078652079,0.0,0.0
0,0.0504057865358825,0.0271141142170623,0.0409086924137756,0.0762253828477797,0.3241470554356344,0.1909628522054418,0.5811895108289292,0.418810461428075,2.77429956069711e-08,0.1367068202091741,0.0,0.0
0,0.0512814726305951,0.0256859577150823,0.0435416353971644,0.0713827754123996,0.3177560496416618,0.1871840640609208,0.5004691759136701,0.4995308042129023,1.9873427559263118e-08,0.1467018833930661,0.0,0.0
0,0.0583097402240758,0.0290102527071342,0.0276401014688956,0.0890592183937226,0.3150512060258599,0.1665077921364401,0.4986205984865469,0.5013790589505233,3.425629300094988e-07,0.1975665780130475,0.0,0.0
0,0.0570009071821254,0.0257873196465794,0.0507800340788766,0.0771757445063782,0.3257572187307856,0.1674037014119977,0.4985636207270503,0.501433148351135,3.23092181468053e-06,0.1430275410674064,0.0,0.0
0,0.0533575801306417,0.0240577057682934,0.064810667044746,0.0529903430447677,0.2000000988928649,0.0783125067651244,0.4206307942945053,0.4668057927233359,0.1125634129821588,0.0699760596727382,0.0,0.0
0,0.0589179826487136,0.028485773395513,0.0534932445903971,0.0815860672232086,0.3291896289017632,0.1627225196442336,0.5378271011223196,0.4621614433791868,1.1455498493723493e-05,0.132382892110061,0.0,0.0
0,0.0608803381727802,0.0298443462603492,0.0306280036567495,0.0876236041861704,0.3201436860411235,0.1642765839757656,0.4849768176717425,0.51502125959438,1.9227338773470165e-06,0.1950466460453385,0.0,0.0
0,0.0568527916240273,0.0271745322681114,0.0458036403427749,0.0706552171476649,0.3158463697826424,0.1816499830591202,0.5452171601554486,0.4547827986144508,4.123010048497501e-08,0.1371126865427026,0.0,0.0
0,0.0557534873707267,0.025476453066718,0.0319420861639842,0.0795756950156427,0.3135211746500134,0.1597337268270346,0.4877295672485607,0.5122703008926617,1.3185877767010897e-07,0.1861318135821715,0.0,0.0
0,0.0556479750735095,0.0311601533770352,0.0361357845456427,0.089335642974874,0.3180474109027811,0.1823830454712,0.5191121806902,0.4808877536989711,6.561082897724657e-08,0.1720224484267729,0.0,0.0
0,0.0425547297005106,0.0261153379567259,0.0530041348594419,0.0453876204728049,0.3527777860200606,0.3238277583305621,0.6895958855879571,0.310404103975917,1.0436125780539678e-08,0.0703515139344306,0.0,0.0
0,0.0441895640573139,0.0268731806724735,0.0447654182246358,0.0582835957182867,0.3419501103984484,0.2742031837393066,0.630077780853506,0.3699222110603651,8.086129017968813e-09,0.1003356941085019,0.0,0.0
0,0.0427067789928572,0.0259661686898679,0.0462128201313376,0.0578148727659373,0.349803112436012,0.2800075960617693,0.6729361951645831,0.3270637386234545,6.621196218613977e-08,0.0940363472420723,0.0,0.0
0,0.0423398660865509,0.0264470625035068,0.0525837884657995,0.0554923977615405,0.3515145379170297,0.3049590165628599,0.6662213039357857,0.3337786507738311,4.5290383147481986e-08,0.0813230224023272,0.0,0.0
0,0.0318465903489251,0.0260924581989575,0.0665522996666053,0.0599369609449504,0.384765015787158,0.3572589378145371,0.9999998993275732,9.54861066962667e-08,5.1863200620145655e-09,0.0582395178910832,0.0,0.0
0,0.0314815368123447,0.0259288592333341,0.0781727672416559,0.1168747905235604,0.3900258507456019,0.3574133804444629,0.999993846895306,4.565204772732251e-06,1.5878999212671285e-06,0.054619646001792,0.0,0.0
0,0.0316672293568293,0.0254493626426592,0.0704502902464879,0.0746689244418917,0.3879403634402549,0.3569726486242913,0.999999865804908,1.0301488489221915e-07,3.1180207064607314e-08,0.0564771424696566,0.0,0.0
0,0.0321375804010932,0.0260741883535896,0.07140033267281,0.0761031362963426,0.3874640910414171,0.3578763496585265,0.9999997280365088,2.069453523639132e-07,6.501813883269504e-08,0.0599846036183474,0.0,0.0
0,0.0322296505132624,0.0268953680875338,0.0646879887342644,0.0477742650648264,0.3896938987788637,0.3505825185232416,0.9999999667018094,2.424108530707248e-08,9.057105393926741e-09,0.0559793587579114,0.0,0.0
0,0.032016396927929,0.0259658621720812,0.0685718470678304,0.0674075592475778,0.3851724562441115,0.3577388998663446,0.9999997198255732,2.645006861125732e-07,1.5673740903995835e-08,0.0566151692914898,0.0,0.0
