,mu1,lam1,mu2,sigma2,mu3,sigma3,w1,w2,w3,score,Target,Stimulation
0,0.06641329850512138,0.025879219934080107,0.0688913481180418,0.04610054721800477,0.2001700011538904,0.11621408651395965,0.45725087196358505,0.3599207692667102,0.1828283587697047,0.0500815454744821,1.0,0.0
0,0.07152843227225597,0.02558938643547795,0.06686577083850702,0.0514095411206733,0.2000000694049275,0.0971185657632271,0.4429416865979508,0.42161656467042397,0.13544174873162523,0.057451372293216285,1.0,0.0
0,0.06964374351473217,0.026956458241747867,0.06707499137175663,0.058530412454576464,0.20000030724742973,0.1265776082599995,0.465022616415827,0.3962975643272449,0.1386798192569282,0.085246306227302,1.0,0.0
0,0.07256900001472728,0.027944789922874386,7.091428391556961e-05,0.09471182152299547,0.20044339618735693,0.1357262088308641,0.33072158811561886,0.5385256751791367,0.13075273670524448,0.28653176845107714,1.0,0.0
0,0.07116135069443107,0.02557573039575947,0.06873288169636747,0.0530024018362216,0.20000015578166974,0.12191178996265924,0.4203037968461818,0.40341706437587066,0.1762791387779475,0.06592242883017668,1.0,0.0
0,0.11484139151420839,0.07203432096180443,7.12011418645641e-26,0.20672183228384527,0.20000243726755026,0.4980301237097502,0.2827116093692535,0.5030694190091024,0.21421897162164422,0.3286131803845581,1.0,0.0
0,0.081408651575513,0.03291764547924231,0.07562720186278893,0.04675670934675675,0.2000002019964257,0.12488295108237302,0.4737662853287471,0.30638062799322086,0.219853086678032,0.045264125859452276,1.0,0.0
0,0.07134709065452048,0.030561997256178617,0.061608263669960486,0.060449147293027077,0.2,0.09354074227853806,0.47466894332675047,0.3934023541046356,0.13192870256861397,0.07892883041310886,1.0,0.0
0,0.10282996631303909,0.031030368277586273,0.05260439389190538,0.10156677245178525,0.2000013654750152,0.2808094435525155,0.24428071046146646,0.5168807766229127,0.23883851291562075,0.21969801891348356,1.0,0.0
0,0.1443845280589079,0.03109657997587003,9.022200581687533e-28,0.25339197115145856,0.2000056556216363,0.4734437833996867,0.15826020629622162,0.6703333820305977,0.1714064116731808,0.3969769991008239,1.0,0.0
0,0.13612862980606297,0.024944021839111985,0.10897257994108765,0.11485947422537553,0.20000025941223587,0.4089086054181795,0.10650691489059538,0.5006750892608822,0.39281799584852245,0.21386670926572965,1.0,0.0
0,0.11114026975368191,0.03470001597779318,1.452810183310144e-14,0.2745573747215155,0.2000083345698654,0.6348119222227651,0.18097491897016263,0.7083234894920714,0.11070159153776597,0.3992766666750106,1.0,0.0
0,0.1645422980028385,0.05168134796602369,1.0832657515977805e-05,0.20663979038520533,0.20000905183292653,0.3788770764549083,0.20376433626611629,0.4557278031270639,0.3405078606068198,0.3334248036934752,1.0,0.0
0,0.1999999999986299,0.06403265879565304,0.05533392919040819,0.1938297950219485,0.20000110029542373,0.3614497020367645,0.19780775023597053,0.4888502580833589,0.3133419916806706,0.2842974909773463,1.0,0.0
0,0.15631492170536976,0.046048820521554394,0.10766009756611752,0.1787873588670078,0.20003836507111558,0.4305849111479029,0.24877203036495718,0.4980308086359867,0.25319716099905626,0.22176607996426673,1.0,0.0
0,0.10763228254884538,0.04223401034840886,3.468260275479891e-28,0.2359296305903238,0.20000069842457074,0.40833169627613314,0.13729258527309385,0.551109088859195,0.3115983258677112,0.37685429467744574,1.0,0.0
0,0.12012579835847709,0.037921444743140444,3.736324302761985e-15,0.2799407478392336,0.20000146787811676,0.653869626282024,0.19077662112137878,0.6868362644146931,0.12238711446392808,0.39341748979549723,1.0,0.0
0,0.1094527844185004,0.057544675681937246,1.7990496670167678e-61,0.2690163959405471,0.20000888343822978,0.5578840859988405,0.3579281515969477,0.5324127410623893,0.10965910734066317,0.3086394789980646,1.0,0.0
0,0.19999993224447113,0.08971099392765639,2.210100119567455e-10,0.11102318860902309,0.20000000044261432,0.2807085682576882,0.18337804020854565,0.3331240952193541,0.4834978645721001,0.28704409022925925,1.0,0.0
0,0.15613720507106205,0.045499022094784874,0.09730490616550609,0.1475409691176242,0.4132521668229302,0.2558514621388793,0.39650527370729677,0.45384696023235543,0.14964776606034783,0.12680968820874264,1.0,0.0
0,0.06747134365830584,0.034308438046669436,1.8603380971405798e-05,0.13705485840588819,0.2595825053992008,0.016153449531668855,0.5928465527860401,0.40715240922582047,1.0379881394784937e-06,0.2148498330319191,1.0,0.0
0,0.0729101225161221,0.03206236203922464,3.0494855481674256e-07,0.13958730232560243,0.26533521963944046,0.08863940284425628,0.6493483562446836,0.3506516407953328,2.959983615534459e-09,0.19196018996498043,1.0,0.0
0,0.066024696474477,0.029349657403855128,0.06769182725545925,0.06307712665873673,0.2000012378931875,0.11240047606497683,0.579571041297419,0.3199323143281314,0.10049664437444952,0.0757489709704921,1.0,0.0
0,0.06453887531812257,0.02942547472927131,0.06196679513416436,0.05446011505530341,0.20002856262620153,0.09602178340439271,0.5418382674202841,0.3434718408050006,0.11468989177471531,0.06506919249999035,1.0,0.0
0,0.07296914213493151,0.030462882536314802,5.858272211555591e-06,0.1286082718295247,0.2589444873480544,0.023582361288376874,0.5633311504970135,0.4366678021606787,1.0473423078154727e-06,0.22431634451018442,1.0,0.0
0,0.06083989698940914,0.034532104647320566,0.02688146608977675,0.09504052104178448,0.2000471237361916,0.17646827263127005,0.5571708499372974,0.36280776294258754,0.08002138712011528,0.15834826774830327,1.0,0.0
0,0.06413066259731647,0.0280385027595068,0.00014451714652693445,0.08764208725502218,0.20037521643811881,0.14138803579483458,0.37428918921496973,0.5092190260012929,0.11649178478373755,0.2719886845759772,1.0,0.0
0,0.09261371801271322,0.06370910111317805,1.6503301182733398e-08,0.17611378992660204,0.20000368007005973,0.34316548064230207,0.3645937653619021,0.4264369528481418,0.20896928178995608,0.27524864045309955,1.0,0.0
0,0.06761978369482134,0.026275650685453903,0.05618696362681095,0.046087601885957626,0.2,0.09393894534833704,0.5348986824182946,0.3388915931773286,0.12620972440437667,0.06499673090662947,1.0,0.0
0,0.062080362174773064,0.029196928398084996,0.06155361197879031,0.05025523902715269,0.200000217143228,0.13072284858752078,0.5498445060526248,0.3300699879820765,0.12008550596529866,0.06462644836953929,1.0,0.0
0,0.10664847883664695,0.02476395335577332,1.1919988929125103e-06,0.1963852769911534,0.2000000924981921,0.41416000001739395,0.05834372350774077,0.5897840018421642,0.35187227465009496,0.4105792901529043,1.0,0.0
