,mu1,lam1,mu2,sigma2,w1,w2,Target,Stimulation
0,0.033778752460348276,0.023644570315355478,0.04965777889584657,0.040664924767030486,0.7049134525437026,0.29508654745629725,0.0,1.0
0,0.03314460785029442,0.022864198710170515,0.0493212904501618,0.03535294992205823,0.7042366186899417,0.29576338131005825,0.0,1.0
0,0.037371984112261586,0.02397896402939077,0.050374865103212145,0.03002572674306857,0.7353835742316801,0.2646164257683198,0.0,1.0
0,0.03219245672697934,0.02293357302039641,0.04843402775895533,0.04095007498817568,0.7045404775121495,0.2954595224878504,0.0,1.0
0,0.03171300864846509,0.022770544453168368,0.04972179141283991,0.04053692052568689,0.6749694052928251,0.3250305947071749,0.0,1.0
0,0.03979854236467977,0.023147001414274185,0.05502530757067699,0.04544963624763225,0.6629433467320274,0.33705665326797246,0.0,1.0
0,0.04082292642008279,0.025387440708086993,0.03946110342094134,0.06476652666651954,0.5904646269346493,0.40953537306535076,0.0,1.0
0,0.0399762461724177,0.02678604187843511,5.62686279042345e-05,0.08051444519296816,0.6060333101646215,0.39396668983537847,0.0,1.0
0,0.04579658953301366,0.026057637002261103,0.05179940045922922,0.05082847885795865,0.615012553695511,0.3849874463044891,0.0,1.0
0,0.04158720305671715,0.023771349162689658,0.05462486867133607,0.04388917891075178,0.6594102936656088,0.34058970633439106,0.0,1.0
0,0.04517178965653787,0.027113550842123593,0.03031311106855222,0.0768120099163351,0.5478542251274423,0.4521457748725578,0.0,1.0
0,0.04773355546395294,0.024935957035673178,0.06153650437309993,0.04721649387065236,0.631961417785323,0.36803858221467706,0.0,1.0
0,0.048651863184444505,0.02611325818929767,0.03741933472610958,0.07467556004414043,0.555230114289547,0.44476988571045306,0.0,1.0
0,0.04907534041317959,0.026187587188466272,0.035786921586967,0.07813274237000738,0.5445237840733842,0.4554762159266157,0.0,1.0
0,0.05387366836576327,0.028363792036387385,0.0408645459042927,0.0879610413717096,0.5287904488390421,0.47120955116095775,0.0,1.0
0,0.05234508455544889,0.029452990957467794,0.02955275072946467,0.08465172275331909,0.5803571548080859,0.419642845191914,0.0,1.0
0,0.052449053073686296,0.028142279078258666,0.04546496402365211,0.06817447169285012,0.5706530328902703,0.4293469671097298,0.0,1.0
0,0.0501976844021791,0.029178480182505854,0.035909976195538255,0.08065289440232787,0.5700590260994178,0.4299409739005822,0.0,1.0
0,0.05322195473186593,0.03120384208684293,0.0005826904502834625,0.0888994567555038,0.5167718247282211,0.48322817527177886,0.0,1.0
0,0.048634393779715075,0.026112030395780694,0.043073799055692336,0.07581547980329359,0.5554567513504305,0.44454324864956957,0.0,1.0
0,0.046533766418566894,0.024226574039672547,0.04888014972422593,0.0630845259614167,0.5572567231237399,0.44274327687626,0.0,1.0
0,0.0515636212454034,0.02402764770644925,0.04738726268982067,0.06055362006168523,0.5583634699975469,0.441636530002453,0.0,1.0
0,0.046114646003103305,0.026776612301217265,0.03710083029811421,0.07348485147229175,0.5370245848455732,0.46297541515442675,0.0,1.0
0,0.05153161152850183,0.02830238002401988,0.0470123655229849,0.060858601435573166,0.5667658621758833,0.4332341378241168,0.0,1.0
0,0.04587965434986199,0.02600089652460183,0.05782787005858806,0.04735025816322766,0.6592600812586601,0.34073991874133985,0.0,1.0
0,0.04098644047012616,0.026022570449597757,0.00012220255988567243,0.08341804737033479,0.5282926898134339,0.47170731018656614,0.0,1.0
0,0.04171716366908765,0.025750042410269975,5.141860381043383e-05,0.08027075981537371,0.5184770037588182,0.48152299624118167,0.0,1.0
0,0.045302039417111216,0.02625802664888334,0.04944851690667218,0.05589925576594629,0.5812381722496289,0.4187618277503712,0.0,1.0
0,0.047939036962473515,0.027050013066275493,0.04283885717195135,0.06777373370635913,0.5449144965545736,0.4550855034454263,0.0,1.0
0,0.04556903961637243,0.024765298090218008,0.054997388045166754,0.04892307372775504,0.6674232019128997,0.33257679808710033,0.0,1.0
0,0.04762208758764144,0.025389895880907166,0.052377326489525436,0.061394475230864234,0.6288988784771857,0.3711011215228144,0.0,1.0
0,0.03807531979921656,0.024866842761696373,0.05506529836441035,0.0343961752117759,0.6896633527326212,0.31033664726737886,0.0,1.0
0,0.04624382824398054,0.026035866366428462,0.0420752166833981,0.061905562807995126,0.5990290123013419,0.4009709876986582,0.0,1.0
0,0.04779492394607816,0.025926504696637227,0.00016286764530359327,0.08190289353455663,0.5478815270646179,0.45211847293538193,0.0,1.0
0,0.04373554267540554,0.02379815940025132,0.05082897902525979,0.053872425604511394,0.5813649175948068,0.4186350824051932,0.0,1.0
0,0.049131547302641444,0.026423673007515063,0.0536712091766199,0.057304534425628356,0.5634298011144122,0.43657019888558785,0.0,1.0
0,0.04669881767711243,0.02716605091473614,0.03842955601373631,0.07108776298914044,0.534749384770453,0.46525061522954697,0.0,1.0
0,0.0506785804285964,0.027459713197809633,0.05140533346945735,0.06388774678880255,0.5971384336464886,0.40286156635351145,0.0,1.0
0,0.04713747974611888,0.02708562484283663,0.047732234422761054,0.06569196264828708,0.5791827738808744,0.4208172261191256,0.0,1.0
0,0.04532801707287237,0.027698087270016696,0.030725912331388563,0.08466239418140893,0.4944886115380731,0.5055113884619269,0.0,1.0
0,0.052005236182019056,0.02615231759242902,0.04017348989094034,0.0699638551962468,0.4843783780352838,0.5156216219647163,0.0,1.0
0,0.05537813663510998,0.029172186923051992,0.027003981755054553,0.0795695696776403,0.5358082132438418,0.4641917867561582,0.0,1.0
0,0.0500831534157157,0.025928237007722035,0.00034598568207210923,0.09145601956895599,0.5063940848262696,0.4936059151737305,0.0,1.0
0,0.053106411977362024,0.02593911289942872,0.014898750775147025,0.08740487182615596,0.4762264818496757,0.5237735181503244,0.0,1.0
