,mu1,lam1,mu2,sigma2,mu3,sigma3,w1,w2,w3,Target,Stimulation
0,0.01999854013093584,0.02725224067302669,0.022641130658646823,0.07774504745413578,0.04141950342814648,0.19554753121706228,0.1484218420511497,0.6709653660887457,0.18061279186010448,0.0,1.0
0,0.019999992430279695,0.026939070035974125,0.03999999998319954,0.05297504282912337,0.04,0.1549929314573008,0.1482068197005859,0.47225285817193413,0.37954032212747996,0.0,1.0
0,0.02,0.031027016813961306,0.03999980091597553,0.06456084200267348,0.040004239211937055,0.16019665212475062,0.20962331637470505,0.5188257491677547,0.2715509344575403,0.0,1.0
0,0.019998490090646595,0.03989695901187087,0.02361066762743763,0.0775971271847837,0.04032215712892614,0.1858171787803191,0.14185897653844262,0.6612506331604325,0.19689039030112493,0.0,1.0
0,0.02,0.0322824322706703,0.03999989714307722,0.06115074444282539,0.0400000000368923,0.1604533990486545,0.18941963413989027,0.4898860695752873,0.32069429628482243,0.0,1.0
0,0.02,0.031001131153453907,0.03999993343317002,0.0632653683636575,0.04,0.1553651048722536,0.166227673102929,0.5450749850592317,0.2886973418378392,0.0,1.0
0,0.02,0.029309720654316987,0.03999994197911713,0.07016346678206645,0.04,0.1827923283447982,0.18769248163968458,0.5825110411689498,0.22979647719136573,0.0,1.0
0,0.02,0.028096353801566658,0.03999980009379882,0.06360458310940374,0.04,0.17159220801952815,0.17930190824944475,0.5702556475092997,0.2504424442412555,0.0,1.0
0,0.02,0.032759581271206886,0.03999794811174809,0.06275137768320511,0.04,0.1538639776133111,0.16822900245860584,0.516846248646434,0.31492474889495997,0.0,1.0
0,0.01999997774978147,0.02624593837893329,0.03999999999987832,0.03632339770101389,0.04000000000561397,0.1371117066277453,0.1330101246725653,0.3848159172441925,0.48217395808324226,0.0,1.0
0,0.02,0.039999999998119734,0.03999995986778628,0.05489266330324373,0.04,0.15679046792480814,0.15173119089986056,0.5088562716212273,0.3394125374789122,0.0,1.0
0,0.019999999959057095,0.02984370894996468,0.039999909077489425,0.057436692018708435,0.040000000000092545,0.16111091797243612,0.14849122431985276,0.5307406166499222,0.320768159030225,0.0,1.0
0,0.02,0.032584450506066426,0.039999959988686225,0.05540470943250421,0.04,0.14136682472905732,0.16945610511981837,0.45446571378306755,0.37607818109711405,0.0,1.0
0,0.019999999941109632,0.039999982850707924,0.03999996639419376,0.054751659537984665,0.04000000000002123,0.15551241250944317,0.16663264105376785,0.5206609437182629,0.31270641522796927,0.0,1.0
0,0.02,0.03999999999505783,0.03999963990922024,0.06504289352690805,0.04000000000001962,0.17018510230021294,0.16065474855099068,0.620662016390452,0.2186832350585573,0.0,1.0
0,0.02,0.030130796626377566,0.03999976563096492,0.06332353165910937,0.04,0.16579366577525903,0.16853277766369837,0.5128199910018473,0.31864723133445433,0.0,1.0
0,0.02,0.02714613066649222,0.0399997176212905,0.06581409577135179,0.04,0.15855675288765916,0.18573051226435308,0.5279685968332287,0.2863008909024182,0.0,1.0
0,0.019999992198482124,0.027042443723361648,0.03999998733530877,0.04630994156877085,0.040000000064986295,0.1421486080859346,0.15499136505569547,0.4320666441333446,0.41294199081096,0.0,1.0
0,0.02,0.0325374743469639,0.03999994090970229,0.061663931501471855,0.04000000000000007,0.14997273212554674,0.1853776987257521,0.4822223622017895,0.3323999390724584,0.0,1.0
0,0.02,0.02634494800819041,0.039999999791051795,0.0216319635939098,0.04,0.127054259800396,0.16321289290837876,0.2509534779160642,0.5858336291755571,0.0,1.0
0,0.01999999999959076,0.025542720021133225,0.039999981395773876,0.05823713684116161,0.040000000000536086,0.16214326657740033,0.18850552051813582,0.5311302268834387,0.28036425259842535,0.0,1.0
0,0.019999999380308258,0.026581619986337287,0.03999996294423087,0.05706262870866425,0.040000003244156423,0.15397073668256253,0.17415509373066504,0.5424289644047535,0.28341594186458147,0.0,1.0
0,0.019999999999999834,0.03194443763411178,0.039999999999977554,0.040512386043992925,0.04,0.13677510309939503,0.14021295540543866,0.39581895941739614,0.4639680851771652,0.0,1.0
0,0.019999988140361493,0.030404896900760685,0.03999993610032906,0.0504479112397594,0.04000000145952387,0.15024822204904822,0.19601144019443523,0.45123752852901866,0.35275103127654606,0.0,1.0
0,0.01999999991683567,0.024465342843081987,0.03999996596864639,0.06045759733557612,0.04000000071189927,0.15738643311031436,0.16672817016105548,0.5327864032906175,0.30048542654832705,0.0,1.0
0,0.019999999980652456,0.03047302663796033,0.04,0.04524387731523327,0.07167704755134918,0.11989559981638079,0.18771524778542295,0.4295230875477984,0.38276166466677863,0.0,1.0
0,0.02,0.027712794626894598,0.03999978657892421,0.05943850331885777,0.04,0.16906068141539404,0.20933600667982508,0.49581895391831504,0.29484503940185985,0.0,1.0
0,0.019999998032967092,0.02797190648061709,0.039999983882501124,0.05381729577033731,0.040000006015561834,0.13763267835981785,0.18213387902962647,0.4396753040875913,0.3781908168827822,0.0,1.0
0,0.02,0.029897880655805342,0.0399998112823402,0.061300817677258104,0.04,0.16658790314191094,0.21000337967775276,0.5068876871819106,0.2831089331403367,0.0,1.0
0,0.019999999999990598,0.028563010369594955,0.039999961619073446,0.05217846443312363,0.04000000000422669,0.14905231258801196,0.17958455541246762,0.4637374693146578,0.35667797527287454,0.0,1.0
0,0.019999999999997495,0.027149001630403784,0.03999997117493692,0.057592262851978104,0.04000000005307105,0.1526690356670366,0.19016713916047584,0.5112341620739671,0.29859869876555706,0.0,1.0
0,0.02,0.024980984068880698,0.039999866195238244,0.05834482763311194,0.04,0.15156132046641338,0.1758446173787943,0.521896007488047,0.30225937513315876,0.0,1.0
