,mu1,lam1,mu2,sigma2,mu3,sigma3,w1,w2,w3,Target,Stimulation
0,0.029989289490755796,0.023790776511905157,0.05000002626203826,0.025455486404065857,0.30178019489702423,0.31791917126260716,0.8144440326309395,0.1855554969675604,4.7040150022855344e-07,0.0,1.0
0,0.029999999984362122,0.023087266880810847,0.05,0.025141774464295295,0.2733124108833337,0.3283721939197705,0.8133955312926228,0.18660446870431902,3.058175832459457e-12,0.0,1.0
0,0.02864473676903303,0.02406103796833517,0.05,0.02918985352001367,0.18038589528936785,0.22153899312653175,0.8042524040183419,0.19574759598165814,2.771986290624551e-30,0.0,1.0
0,0.029999999999873992,0.024693916124897086,0.05,0.017556470110119602,0.27299088043531894,0.29079676742887844,0.9186039955039514,0.08139600443831521,5.7733323708439246e-11,0.0,1.0
0,0.02999999999999651,0.024102319004708994,0.05136631412240771,0.010000000169678874,0.2552687548532149,0.29268940332375554,0.9174138552875809,0.08258614471241649,2.7476134957947086e-15,0.0,1.0
0,0.02999994643484214,0.02431078630506621,0.05000000045025796,0.026360863799478607,0.1039672576169993,0.05964099899395112,0.5825451305450029,0.2691328389651976,0.14832203048979944,0.0,1.0
0,0.029999999934071365,0.024812920338490602,0.0564069289743255,0.03863058814729009,0.1,0.11214346853472129,0.4081326269457189,0.39889656956971603,0.19297080348456508,0.0,1.0
0,0.029999999999997903,0.02467708827847575,0.05000000000000026,0.02438492127190714,0.1000005468583746,0.0541138480613125,0.6161682452697187,0.24838207856267502,0.13544967616760636,0.0,1.0
0,0.029999988994703224,0.02335170787521891,0.05000000000096689,0.045776575818083906,0.10000000007669521,0.11442804759337813,0.3990278576952054,0.44996447928303235,0.15100766302176225,0.0,1.0
0,0.02999999999972807,0.023900405178787304,0.05,0.027172057473103632,0.10000025121520127,0.05740095667493144,0.5884492282097198,0.2521261203846344,0.15942465140564577,0.0,1.0
0,0.029999990465095137,0.025651089515537753,0.05000005348124966,0.052269935561123346,0.10000008714921356,0.1330282301345883,0.32380747712096847,0.42895595635265155,0.24723656652637996,0.0,1.0
0,0.029999975107739524,0.025104873569644557,0.059275238760051516,0.04339519789422363,0.10000000014556747,0.11980536684760748,0.3058039250135963,0.39971926227172133,0.2944768127146823,0.0,1.0
0,0.02999999819639195,0.028130549669988163,0.06253637869435347,0.0477316439771427,0.10000000000000005,0.14158051229675325,0.2941110445665903,0.40861963533239304,0.29726932010101675,0.0,1.0
0,0.029999983242486036,0.025486330622360675,0.05000002524202885,0.06547050684494271,0.10000000004864579,0.15299404050779625,0.2411974620262512,0.5261625682438854,0.23263996972986342,0.0,1.0
0,0.029999996420455324,0.02509641834414498,0.05000000066563116,0.09202662454461331,0.10000162824983806,0.21304848608985555,0.20462839419991855,0.6704297533851548,0.12494185241492674,0.0,1.0
0,0.029999999456737234,0.028575837101932646,0.05000000370961888,0.0811330159951428,0.10000080466363913,0.18283959485484882,0.2511968361077755,0.6014377228725577,0.14736544101966698,0.0,1.0
0,0.029999954712452464,0.02758934854074738,0.05000000091451807,0.05508356532455856,0.10000000002061739,0.14743740939052846,0.22920504620315169,0.4901594493998004,0.2806355043970479,0.0,1.0
0,0.029999980976514035,0.025613127353031423,0.05000004119008589,0.05477898900142433,0.10000000002242337,0.13818954415527937,0.28088086671470025,0.4803965761310568,0.23872255715424298,0.0,1.0
0,0.029999984094777252,0.022862213156138685,0.0500000012105332,0.05560494278965581,0.10000000000203481,0.14124373727667466,0.2435076697225914,0.5161253693214275,0.24036696095598098,0.0,1.0
0,0.02999994429731788,0.03450806825265358,0.05000059485435652,0.07093383899062551,0.10000013873193957,0.16342813734107448,0.2606914954847312,0.5486455094043036,0.19066299511096532,0.0,1.0
0,0.029999993749554334,0.023731236001125144,0.05000000941196705,0.02895373942885327,0.10000017986363592,0.08908919428245432,0.42706965427774785,0.3323275172403049,0.2406028284819472,0.0,1.0
0,0.02999999182689181,0.024000276528075997,0.05000002196294276,0.03072525657561453,0.10000002547183325,0.0935983594786577,0.39346175878768946,0.314312641421308,0.2922255997910025,0.0,1.0
0,0.02999966200238662,0.022873281651079314,0.050026927774709226,0.029511584879337912,0.10000004706913222,0.08045157965529758,0.43020880629942304,0.30484088083206834,0.26495031286850856,0.0,1.0
0,0.029999159563156227,0.02557833680230266,0.05001299330886028,0.03498738041637713,0.10006040050756386,0.08427819719732689,0.4679527305010292,0.33447347828614077,0.19757379121283006,0.0,1.0
0,0.029999975981028527,0.023089229568667186,0.050000000002026306,0.03531036502897989,0.22036726131623202,0.17290105836693354,0.7163185901968004,0.28368140865971503,1.143484696755264e-09,0.0,1.0
0,0.029999018831590805,0.024213654858246298,0.050000026126405535,0.04201163415510181,0.26368308056441325,0.2498615101940019,0.7344016536808654,0.2655983296774183,1.664171629522962e-08,0.0,1.0
0,0.029999979472873535,0.022974174479930623,0.05000000015166124,0.034994152635465445,0.2357673253382193,0.2224377337388133,0.7198786231489787,0.2801213768143752,3.664607488191015e-11,0.0,1.0
0,0.029999982573695134,0.023685216350985836,0.050000000000000204,0.038615512711500384,0.19829156205663734,0.11190885921010349,0.709441436841968,0.29055856302413013,1.3390177438354687e-10,0.0,1.0
0,0.029999961487514604,0.0252066798167053,0.05000000000468728,0.0396372172531498,0.22552097891760725,0.20486234910645015,0.7133482617398124,0.2866517382319422,2.824555630750651e-11,0.0,1.0
0,0.02999993052414348,0.02415254474519521,0.050000000316753716,0.03783005061922908,0.2285951921858453,0.21011013232373288,0.7208091659285195,0.279190833952614,1.1886638422392659e-10,0.0,1.0
0,0.02999999632089451,0.024143909294876552,0.050000000022174515,0.04086185463396008,0.19395889013501258,0.14382908872757427,0.7303593401027169,0.2696406598972586,2.4699111486267567e-14,0.0,1.0
0,0.02999999856098292,0.0247690101441163,0.050000021646279556,0.02326216069449517,0.10000000000075915,0.06734012554509133,0.5197324656096982,0.2605578444897205,0.2197096899005813,0.0,1.0
0,0.029999935758336614,0.023753420188830913,0.050000000011785034,0.03794157776537216,0.25911329976759995,0.25867020379876915,0.711966341487392,0.288033657698162,8.144458018677142e-10,0.0,1.0
0,0.02999997931514579,0.022707457510722666,0.05000000052098859,0.03272821190095851,0.25381865589018876,0.2540500708170679,0.7010765280484351,0.2989234716530353,2.9852942059381296e-10,0.0,1.0
0,0.0299999952269207,0.02409572456722558,0.050000000039213864,0.03470002571452658,0.20860014456953957,0.15826541958176238,0.7337243436985381,0.2662756562087604,9.270161120108222e-11,0.0,1.0
0,0.029999999962269885,0.024850495631643443,0.05000016062400201,0.041838575723467546,0.10000001965277285,0.09854633358912475,0.44329769803871827,0.3975199777550375,0.1591823242062443,0.0,1.0
0,0.0299999382422272,0.028185076329539108,0.05000095024232525,0.04565188121064608,0.11276704328571915,0.09989321603646302,0.41324861693437637,0.4194679638112566,0.16728341925436707,0.0,1.0
0,0.029999993445521112,0.022151623558932312,0.05000001279302561,0.03289679860820083,0.10000000002958102,0.08977154338670845,0.4017759875007064,0.40165068084334843,0.1965733316559451,0.0,1.0
0,0.029999995496715875,0.025915529685327853,0.05000000001071935,0.03478442575428413,0.10000000000000575,0.09422936108910068,0.4020038249522383,0.36839757001763096,0.22959860503013074,0.0,1.0
0,0.02999998636772767,0.022413533544909176,0.05000001344244812,0.05516741059621654,0.10000000999538344,0.12116316019825919,0.28483784373526505,0.48000631524821163,0.2351558410165232,0.0,1.0
0,0.029999983774549075,0.02895208354310213,0.05756842410270307,0.05946298147641851,0.10000000858538882,0.1469094868636946,0.24267866588732254,0.4669218284276698,0.29039950568500755,0.0,1.0
0,0.029999991385473972,0.02634094061497256,0.056710734327842134,0.048421264037660464,0.1000000006959969,0.133688913982809,0.3037897129205878,0.3703386593974971,0.325871627681915,0.0,1.0
0,0.02999996268730145,0.029360183661683564,0.0542189295298458,0.04256733278928154,0.10000000037680092,0.12126663854965014,0.30142217548380196,0.3876174024088343,0.31096042210736374,0.0,1.0
0,0.02999998100604166,0.0300155657809371,0.050000018221990246,0.07264312945153302,0.10000027241164199,0.16496971789299375,0.24802603347017144,0.5465671098163499,0.20540685671347872,0.0,1.0
0,0.029999981777616973,0.028000485733551055,0.05688257003469989,0.04399768015307257,0.10000000001304091,0.13570033757128597,0.30120061068254544,0.37458814315707045,0.32421124616038416,0.0,1.0
0,0.02999999087553419,0.028192360307309636,0.05000000010966816,0.06042767221514948,0.10000016052644105,0.1435711091558019,0.3678309784172645,0.5399072540737796,0.0922617675089559,0.0,1.0
0,0.029999868156602785,0.028013572280203642,0.050000280140559114,0.0643765037721808,0.10000027580431044,0.16451637252506485,0.2597726613442306,0.5115241894560123,0.228703149199757,0.0,1.0
0,0.029998126929918722,0.031023785296676452,0.06170145755058659,0.0520371456841921,0.10000000002282868,0.1345537591190391,0.34043977708137463,0.39552298016645004,0.2640372427521752,0.0,1.0
0,0.029999985942295686,0.024270185813473327,0.050000005437297365,0.035921507878887995,0.1,0.1193129881463485,0.2904047909279011,0.36999029769510644,0.3396049113769924,0.0,1.0
0,0.02999997799868917,0.028410047821230668,0.05000014410267326,0.06778790975583865,0.10000012379427799,0.15993491258281597,0.2955408490986865,0.5362398210074204,0.1682193298938931,0.0,1.0
0,0.029999987651033583,0.024618998074726554,0.05000001229089743,0.030385786152389037,0.11074712985370475,0.07850553954941034,0.45889582974832765,0.32367815108517084,0.21742601916650162,0.0,1.0
0,0.029999997379884607,0.02204014657022442,0.050000001900040246,0.03777322820684669,0.1000001455337125,0.10074134330215243,0.46092667284377886,0.3465929615632556,0.1924803655929654,0.0,1.0
0,0.029999368891377932,0.023844942293917204,0.05000037459465568,0.03265761554935272,0.2945327940872332,0.30584372415021216,0.7734601723067024,0.226539696688844,1.3100445361239545e-07,0.0,1.0
0,0.02999986455279894,0.02523769729078957,0.05000000113986654,0.03442457260434805,0.10000007501171025,0.08390036707436399,0.49607364624549527,0.35102753973277545,0.15289881402172925,0.0,1.0
0,0.02999956279249732,0.02316502212853623,0.0500000009745256,0.023971184994572736,0.2833718276835162,0.3080380136409364,0.8370302280690993,0.1629697715572028,3.736979510546975e-10,0.0,1.0
0,0.029997001155456796,0.023006787704158288,0.05000039721184999,0.026861959707119736,0.31017846864591503,0.3332971867571133,0.824474290034384,0.17552435513799514,1.3548276208309145e-06,0.0,1.0
0,0.029998299908837057,0.02351642894976356,0.050000061789537906,0.025783434977913362,0.30078441326098887,0.32423526650545664,0.823683343912252,0.17631656838340865,8.770433949896513e-08,0.0,1.0
0,0.029999955645055077,0.025701654826054566,0.05000025570359601,0.031550670855872334,0.10000052462605874,0.08712213446945088,0.4397938115309485,0.3125640095459479,0.2476421789231037,0.0,1.0
