,mu1,lam1,mu2,sigma2,mu3,sigma3,w1,w2,w3,Target,Stimulation
0,0.029999997682111958,0.04064475263968662,0.05000020244594626,0.08631954773404275,0.10007480659686874,0.20971078174302354,0.25444151323277575,0.5167421408870697,0.22881634588015473,1.0,1.0
0,0.02999998163676393,0.03681259457746461,0.05000001588529047,0.07299452471647781,0.10000001008348468,0.2012556054460092,0.22174096525517414,0.5256669355886711,0.2525920991561547,1.0,1.0
0,0.029999972029526287,0.034475293579510576,0.05000024816112271,0.07347902974247754,0.10000000342461092,0.20583435634117284,0.2264053277641736,0.5242689440760597,0.2493257281597667,1.0,1.0
0,0.02999998655936234,0.03190832106093696,0.05952352813146737,0.06547715679447491,0.10000002786810916,0.19014823185126906,0.24938765950269226,0.4622098156487043,0.28840252484860357,1.0,1.0
0,0.02999999960408276,0.03416289759523429,0.0500000635455335,0.08829941980847673,0.1000035517671318,0.21156539856442924,0.20480093838769378,0.5729930899185385,0.22220597169376785,1.0,1.0
0,0.029999999999055487,0.04999999999999973,0.05000000063725889,0.1622697184363279,0.10000032983848438,0.4052560093774523,0.0670639321354034,0.5395960730018574,0.3933399948627392,1.0,1.0
0,0.029999995669614563,0.03590355858337093,0.05000000000518421,0.1766990298850493,0.10000000280917204,0.4695825672081998,0.03505616987383504,0.6159966704302686,0.34894715969589624,1.0,1.0
0,0.029999988563996154,0.04999999998685314,0.0500000000000068,0.1485112933100694,0.10000000000001298,0.43968459101549184,0.038332206026234314,0.6230689926801696,0.33859880129359604,1.0,1.0
0,0.029999992411420904,0.04999992762067013,0.050000065059739994,0.1913240274104007,0.10000025714201743,0.4273425179933894,0.06915896433345518,0.6004813994951399,0.33035963617140496,1.0,1.0
0,0.02999999769318549,0.04999999988995885,0.05000046888330201,0.15604446519491888,0.10000008221025104,0.3885972874370257,0.08848300448331575,0.4920482675551489,0.4194687279615354,1.0,1.0
